"competition"	"connectance"	"diversity"	"stability"	"richness"	"biomass"
1.1	0.05	1.8541952173688952e-41	-3.3132460487873214e-6	0.05	0.9999884934244622
1.15	0.05	9.532286580720537e-66	-1.0967592256782488e-5	0.05	0.9999999297129488
1.2	0.05	2.4814445171353473e-85	-1.0987574152812362e-5	0.05	0.9999999268068331
0.8	0.1	0.6368630099277613	-0.09210152836971444	0.5	1.216511235228157
0.85	0.1	0.6855137267987937	-0.0377768245277714	0.65	1.1509949025331963
0.9	0.1	0.47286153695952704	-0.017822546297933888	0.4787	1.0784426384332484
0.95	0.1	0.4729042745690285	-1.4129118338553903	0.5771499999999999	1.0386224429533055
1.0	0.1	0.2383006463656143	-4.2443452939286505e-6	0.45	1.000000014916746
1.05	0.1	5.437684943280913e-25	-3.3142972824416174e-6	0.05	1.0000115067926318
1.1	0.1	0.18000813938352367	-1.46191580172725	0.3315	1.014204549726279
1.15	0.1	1.1498175155220898e-10	-1.095273827147689e-5	0.0879	0.999999940717882
1.2	0.1	0.16131984287948187	-1.9803736108139194	0.3	0.8738188331064277
0.8	0.15	0.6182349308725957	-0.24597507173092403	0.75	1.1992148289956976
0.85	0.15	0.49638229775059645	-0.0014775022580877145	0.35	1.1272328185487555
0.9	0.15	0.71583664196811	-0.04194396140047144	0.6	1.096850897252186
0.95	0.15	0.6627853879189105	-0.5756111321083622	0.5991500000000001	1.0451189824877747
1.0	0.15	0.006290284099683457	-8.865739394583072e-6	0.2	0.9999999322692049
1.05	0.15	0.26817811055542	-1.3988147710734005	0.43529999999999996	0.9942129977289818
1.1	0.15	0.05248164006018549	-1.4119598900548616	0.19875	0.9888641768449019
1.15	0.15	0.061606410898435285	-3.4278835187836285	0.187	0.9717620234933168
1.2	0.15	3.688406360112093e-85	-1.0988242777730557e-5	0.05	1.0000000358699908
0.8	0.2	0.65607964822227	-0.633417260774472	0.6	1.0991857988584175
0.85	0.2	0.5853348998379562	-0.17216942901225954	0.45	1.1409573185445139
0.9	0.2	0.5968389930041179	-0.6379057022176219	0.55	1.1099759626447003
0.95	0.2	0.29437409666663	-0.786090741896646	0.29055	0.9955390578904637
1.0	0.2	0.3011394399962299	-1.0262023498178139	0.26835	1.0183954921319531
1.05	0.2	0.10962221122834942	-2.3817391899418325	0.2987	0.9720531553893126
1.1	0.2	1.3742592909365002e-38	-1.0976604605073995e-5	0.05	0.9999999462850431
1.15	0.2	0.2950805103577281	-1.9308658956505276	0.5448999999999999	0.8641344844847901
1.2	0.2	0.154322084863292	-2.1326956753008797e-6	0.11140000000000001	1.025813328165453
0.8	0.25	0.5243742966741137	-0.40698552269363425	0.3	1.0626828057162756
0.85	0.25	0.6238256681158203	-0.017654628546745557	0.45	0.7749122048562681
0.9	0.25	0.42300541094945876	-1.2691227347349532	0.45	1.0368545326892196
0.95	0.25	0.42702770922736033	-0.024009886219143507	0.35625	1.0378222789498515
1.0	0.25	0.2327572541715674	-5.096836206120386e-6	0.25	0.9999999769780069
1.05	0.25	1.2961748576371603e-5	-0.00011823219292780648	0.12465	1.0000123577611135
1.1	0.25	2.7727957078970982e-11	-1.0983446976547461e-5	0.08385000000000001	1.0000000374657512
1.15	0.25	0.24623036340969193	-2.050620951110025	0.3123	0.9221212458742877
1.2	0.25	0.18204204024758608	-1.7152765852107388e-6	0.22135	1.0258137854967004
0.8	0.05	0.8296387888246358	-0.00024828608768831783	0.7712	1.2253948671980999
0.85	0.05	0.5993709869250177	-0.02655957111414821	0.64905	1.139264705770412
0.9	0.05	0.7993631786118685	-0.6943956278245786	0.602	1.0999999155353535
0.95	0.05	0.8101662115970719	-0.3396867494755484	0.75	1.0477785687970884
1.0	0.05	0.605513454405545	-4.1788111326858975e-6	0.55	1.0000000091477113
1.05	0.05	2.486613537041711e-20	-3.316934163687707e-6	0.05	1.0000114985641733
1.1	0.05	1.5727649626564606e-41	-1.0947136749718054e-5	0.05	0.9999999809854855
1.15	0.05	7.39893599123279e-64	-1.099483136905401e-5	0.05	1.000000038414568
1.2	0.05	1.0255019129817927e-85	-1.0983969578467952e-5	0.05	1.0000000305469403
0.8	0.1	0.5852559752800651	-0.0003934638713386244	0.35	1.1970169785668499
0.85	0.1	0.48188424440849315	-0.1296962680986097	0.45	1.1209364615651356
0.9	0.1	0.6191149006020407	-0.11941194650348386	0.6	1.0923101373410802
0.95	0.1	0.7088130483845013	-1.35166164648347	0.7953	1.063215759131011
1.0	0.1	0.37001533273933723	-3.177926965166527	0.31205	1.0010001870010579
1.05	0.1	1.9716085206696378e-24	-3.313738796815503e-6	0.05	1.000011507286007
1.1	0.1	6.74781135322683e-41	-1.0988777812715393e-5	0.05	0.9999999303963104
1.15	0.1	2.8765550945204774e-67	-1.0987080558346875e-5	0.05	1.0000000293388405
1.2	0.1	2.68076780951962e-87	-3.3131571546524264e-6	0.05	0.9999884935344077
0.8	0.15	0.500982462629997	-1.4608371042790496	0.3296	1.0756135919846586
0.85	0.15	0.4906462882279581	-1.845953009560652e-6	0.45	1.1255687915550603
0.9	0.15	0.44218595122450627	-0.0003042791495673143	0.3	1.0779410087828387
0.95	0.15	0.615740054214573	-0.5263978263921932	0.55	1.043798206182815
1.0	0.15	0.3218831054178618	-6.368139630192998e-6	0.35	0.9999999543277687
1.05	0.15	0.005192954816692287	-4.195278395931381	0.22225	0.9997176096029807
1.1	0.15	0.079927128685652	-0.00025277214305768805	0.1	1.016907861173375
1.15	0.15	0.2700172616884116	-0.6010544613409909	0.2737	0.9952625032760662
1.2	0.15	1.447885900904084e-87	-1.0983778558520726e-5	0.05	1.0000000308150583
0.8	0.2	0.5086790804176263	-0.010369872362523756	0.4	1.1721062969022429
0.85	0.2	0.6319896412760913	-0.07269367132027818	0.45	1.1639909897514353
0.9	0.2	0.5892528589358488	-0.00034969302836410586	0.45	1.1121179646988901
0.95	0.2	0.40537525350891096	-0.34080950370969054	0.3	1.0355574172013942
1.0	0.2	0.2712586640330471	-1.0713512979377882	0.25	1.0164464641676094
1.05	0.2	2.7647428959543214e-24	-3.317262006533681e-6	0.05	1.0000115056971033
1.1	0.2	0.395875584287854	-0.7277925069134636	0.3	0.7949609171220624
1.15	0.2	0.3533367678227012	-0.07385912046491672	0.2379	0.4555765021807629
1.2	0.2	9.389231934846742e-86	-3.3182371801894894e-6	0.05	0.9999885017402411
0.8	0.25	0.5413478702004652	-0.44061572794371234	0.50245	1.1905614089744183
0.85	0.25	0.2719800392820703	-0.6853435812247037	0.25	1.0499263709576794
0.9	0.25	0.477709506221816	-0.342631267336621	0.4	0.938698828593313
0.95	0.25	0.5241194301928216	-0.23031914875772322	0.6	1.0515002990805138
1.0	0.25	0.03536463566236198	-7.915972325983683e-6	0.15	1.000000024899792
1.05	0.25	0.1581384826012019	-0.26837937821827046	0.2	1.0054099291935703
1.1	0.25	0.22699393951290964	-0.9266949004131415	0.2778	0.9590720563807529
1.15	0.25	0.3053622438534165	-0.9734891960176618	0.26815	0.9069642217589972
1.2	0.25	1.4013755667572447e-38	-1.0953523850505708e-5	0.05	0.9999999422375465
0.8	0.05	0.7512641976746801	-0.023943502710807633	0.65	1.2175951778594005
0.85	0.05	0.7226563896029505	-0.10301373030674309	0.85	1.154015319402863
0.9	0.05	0.8558529764911963	-0.02365748576114998	0.65	1.101673749312526
0.95	0.05	0.7426190689421779	-0.8377126068316493	0.7022999999999999	1.0465716689281002
1.0	0.05	0.3633260251007708	-1.499642737299881e-6	0.45	1.0000051949317184
1.05	0.05	1.779610426005401e-22	-3.3102132187921392e-6	0.05	1.0000115009565145
1.1	0.05	1.5555023191925483e-44	-1.098582659667384e-5	0.05	1.0000000347918059
1.15	0.05	1.8626500813031903e-64	-1.0957888230757114e-5	0.05	0.9999999436569006
1.2	0.05	4.911751163791146e-83	-1.0980118505473326e-5	0.05	0.9999999199746451
0.8	0.1	0.6429231086745296	-0.24482983089776336	0.54735	1.2054904165973346
0.85	0.1	0.5998808320729394	-0.7894684917406364	0.57575	1.1434458506399976
0.9	0.1	0.6892417167491321	-0.16050995969110154	0.5	1.0956397403730669
0.95	0.1	0.5977729307516283	-0.20768251945701033	0.45	1.0639763994956541
1.0	0.1	0.14849537401439053	-1.8089543323591217e-6	0.4	1.0000062849206761
1.05	0.1	1.0354342004170322e-20	-3.3160682321124265e-6	0.05	1.000011505836404
1.1	0.1	6.673998961090742e-45	-1.0958612467190599e-5	0.05	1.0000000215761833
1.15	0.1	1.3647403947765624e-62	-1.098951980026656e-5	0.05	1.0000000262505868
1.2	0.1	6.390792851427042e-85	-1.0995564947515478e-5	0.05	1.000000038895618
0.8	0.15	0.6352853382781533	-0.0022714728745754724	0.45	1.2038196079207135
0.85	0.15	0.5889179794933332	-0.0008260342531223538	0.45	0.9789996877739082
0.9	0.15	0.6211615999487857	-0.275903175866809	0.65	1.105092963545923
0.95	0.15	0.5846590489109922	-0.519327755786872	0.34950000000000003	1.0430760212819714
1.0	0.15	0.38207360761107356	-1.5337482146550582e-6	0.26815	0.9999946729345714
1.05	0.15	1.1260168154538329e-24	-3.3110468928117875e-6	0.05	1.0000115002520265
1.1	0.15	0.08028491962247573	-2.445061498711812	0.28595000000000004	0.9532152584510671
1.15	0.15	1.880588718649666e-10	-3.3172889568499863e-6	0.08925	0.9999884998952135
1.2	0.15	5.597576135447329e-87	-1.0994267500672719e-5	0.05	0.9999999109408438
0.8	0.2	0.601721403126165	-0.17744412195292042	0.41215	1.2006860496552096
0.85	0.2	0.34925581509124676	-1.5577892665566042	0.35	0.6413678901026653
0.9	0.2	0.1778121691780947	-1.804540205582671	0.25	0.47194318434084154
0.95	0.2	0.4395631812270866	-0.7051166746455151	0.25	0.9969678388488068
1.0	0.2	0.22627699442358018	-0.22029609614437223	0.50805	0.9949477156203389
1.05	0.2	0.2823059865489696	-1.14209526173452	0.3061	0.9884969837007483
1.1	0.2	0.041676547068187846	-2.528573933044163	0.19475	0.9619833254747973
1.15	0.2	0.1522518784888291	-1.6701347395249487e-6	0.15	1.0257594346845667
1.2	0.2	0.22892016093284503	-0.18682363572413666	0.2	0.994088599345412
0.8	0.25	0.11266150248867726	-0.025474789194983322	0.15	1.0321203536087444
0.85	0.25	0.47093870893075884	-1.1676998212634954e-6	0.35	1.114663564276741
0.9	0.25	0.37961767362057397	-0.10484686540759683	0.35	1.0640719978595812
0.95	0.25	0.3770359132460394	-0.865381148757133	0.25	0.7161409670197924
1.0	0.25	0.3692484696546388	-1.656182700714293	0.46055	1.0099798596669738
1.05	0.25	0.05696071673276194	-0.9888925583665704	0.17315	0.9921061321156477
1.1	0.25	0.2103159335113846	-2.4205508078445686	0.30474999999999997	0.961474064613814
1.15	0.25	1.104367959578764e-37	-1.0950613582509895e-5	0.05	0.999999962002463
1.2	0.25	2.114303994998283e-90	-3.3177735202145267e-6	0.05	1.0000115059660697
0.8	0.05	0.7967476008210024	-0.007594770072059506	0.75	1.2223230798187954
0.85	0.05	0.7964734670785143	-0.08243782899429093	0.75	1.1581384384271582
0.9	0.05	0.7106933141199026	-0.19206918923500052	0.74585	1.09808232372268
0.95	0.05	0.6738088135091211	-0.5076064804082713	0.55	1.0453013109609899
1.0	0.05	0.03997162311701881	-1.6529213577732472e-6	0.4	1.0000057448473356
1.05	0.05	5.748116933062226e-20	-3.3181499205202365e-6	0.05	1.0000115034332775
1.1	0.05	4.917143211731036e-41	-1.0987891460818365e-5	0.05	1.0000000456972402
1.15	0.05	9.521000334358171e-61	-1.098158767537067e-5	0.05	1.0000000378195038
1.2	0.05	7.176897035757295e-85	-1.098926165791957e-5	0.05	1.000000028806081
0.8	0.1	0.544506488078752	-0.007886854720523601	0.45	1.1855196277366968
0.85	0.1	0.6101841787277552	-0.0026809316361212595	0.4	1.0989649011801237
0.9	0.1	0.3172459390608014	-0.3602051119450639	0.4	1.0615717930382385
0.95	0.1	0.5216411899971062	-0.358977059915764	0.3	1.0410324666265047
1.0	0.1	0.42486997341246957	-5.5072129371271365e-6	0.45	1.0000000236169544
1.05	0.1	0.07163071752068978	-2.832977176043659	0.32905	0.9865607292201545
1.1	0.1	2.33467048558535e-46	-1.0988772798241445e-5	0.05	0.9999999310207912
1.15	0.1	8.674340511662326e-68	-1.0989041096483714e-5	0.05	0.9999999377284253
1.2	0.1	1.794839627201472e-87	-1.0957230259386606e-5	0.05	0.9999999431950816
0.8	0.15	0.6782964009716104	-0.3070895233735182	0.6	1.2235705808901591
0.85	0.15	0.28623522127668044	-2.091817694603672e-6	0.25034999999999996	1.0665203579666145
0.9	0.15	0.513262231705451	-0.8330168776916491	0.4	0.7556661055719349
0.95	0.15	0.6774711859379894	-0.19698032782761604	0.65	1.0550049798289205
1.0	0.15	0.24356299164204398	-5.64051110131797e-6	0.3	0.9999999701639452
1.05	0.15	9.554246784521742e-8	-3.318694093061215e-6	0.15805	1.0000115023668688
1.1	0.15	0.12590169347538158	-0.8556136701601946	0.2	1.0254167796973113
1.15	0.15	0.2772500923081107	-1.2431356968210896	0.2386	0.9837243077994144
1.2	0.15	1.1127349132422084e-87	-1.098453574534347e-5	0.05	0.9999999236657201
0.8	0.2	0.5777125370566895	-0.4475487709373862	0.5463	1.1723271842092788
0.85	0.2	0.6876912912474471	-0.3212162989101425	0.65	1.1506520600728911
0.9	0.2	0.46872693037369784	-0.0017193090093378218	0.45	1.0751439363727946
0.95	0.2	0.35980406133068393	-0.17685726050974265	0.25	1.034709183650105
1.0	0.2	0.37193388011478323	-0.8658380263903155	0.25	0.8740137963697968
1.05	0.2	0.15632239422597907	-0.4953926442890266	0.15745	1.025926090486833
1.1	0.2	0.03085311748920318	-2.9036610303546113	0.16999999999999998	0.9777914666697134
1.15	0.2	0.1285821378164868	-1.5848645611571737	0.24555	0.9493519242249806
1.2	0.2	1.9094095827504135e-18	-1.0987102806885524e-5	0.05	1.0000000283880728
0.8	0.25	0.11365179161189083	-1.205464924939851	0.1	0.2097881514155824
0.85	0.25	0.4419955410069943	-0.0009731968906788597	0.3033	0.7037241198566803
0.9	0.25	0.45777815455224424	-0.06946039414054207	0.261	0.7056593850275807
0.95	0.25	0.5973300595641954	-0.08157950400980761	0.4	1.0436058791255598
1.0	0.25	0.44154234177703416	-1.0184068507871984	0.3	1.0119335293716865
1.05	0.25	0.0556728457034678	-1.7563950418974812	0.24	0.9871642099075313
1.1	0.25	0.3297447721657324	-0.8740356437435947	0.20695000000000002	0.716525849964078
1.15	0.25	0.005733431926932271	-0.13374758782310212	0.15	1.0007364908370553
1.2	0.25	0.1239817463714666	-2.1038198379942896e-6	0.1	1.025759011576982
0.8	0.05	0.8301556878366445	-0.19971035538058285	0.7496	1.2251992242307557
0.85	0.05	0.7976262702993724	-0.5577346583664735	0.6816	1.1579106506760244
0.9	0.05	0.8293764231499392	-0.2218840255663011	0.6329	1.1009241700706471
0.95	0.05	0.6755944334819084	-0.9391622181699074	0.51565	1.0453780933916523
1.0	0.05	0.47705911631970843	-1.4109963212956937e-6	0.45	1.0000048901578504
1.05	0.05	2.463063737803856e-19	-3.314250454911653e-6	0.05	1.0000115068301623
1.1	0.05	1.2041138013724924e-42	-1.0995112646488104e-5	0.05	1.00000004333101
1.15	0.05	3.4628695886951437e-65	-1.0993449582341502e-5	0.05	0.9999999341916805
1.2	0.05	4.061351791732827e-82	-3.311817589256471e-6	0.05	1.0000114991788565
0.8	0.1	0.676197478175146	-0.012726029719789093	0.65	1.2087412694453157
0.85	0.1	0.6840639891308339	-0.001230040186486952	0.6	1.1513317084827244
0.9	0.1	0.6673639859513131	-0.22929570650141493	0.55	1.1207225900897522
0.95	0.1	0.6411276742294459	-0.17766092330601146	0.6415	1.0446702719876757
1.0	0.1	0.43681156851043346	-1.3496303099108513e-6	0.35	0.9999953120638414
1.05	0.1	0.36262310716572665	-1.7961319922046866	0.45149999999999996	0.9792694316229914
1.1	0.1	0.12398174650596074	-1.1714656493556104	0.21015	1.0257590118449098
1.15	0.1	0.11770700432093816	-1.162734575924907	0.19075	1.0020295345578427
1.2	0.1	2.5068660236399547e-85	-1.0965589965907532e-5	0.05	1.000000021309707
0.8	0.15	0.5201932415006174	-0.06557446937266276	0.50735	1.1777760771006185
0.85	0.15	0.5714814504780413	-0.028825535337765194	0.45	1.1386872865945834
0.9	0.15	0.5118685820879073	-0.032399334746994086	0.4	1.0843127049642944
0.95	0.15	0.3912687579445721	-0.2726498617152437	0.35	1.03470542470998
1.0	0.15	0.5048750131587154	-1.070251438219724	0.44025	1.0129388446393404
1.05	0.15	0.1795473567002391	-1.2978989692840048	0.2	0.9987798374456637
1.1	0.15	0.3861441700718688	-0.6947219198570513	0.3901	0.6031517582028113
1.15	0.15	0.17955417411956745	-1.408166870009247e-6	0.2	1.015794508207097
1.2	0.15	1.5728563537139682e-87	-1.0996056173737167e-5	0.05	0.9999999070466303
0.8	0.2	0.6237803036534766	-0.4348293359682204	0.55	1.209604831219323
0.85	0.2	0.6181940863055808	-0.005261895641887835	0.55	1.1522757630340013
0.9	0.2	0.6828346061960234	-0.025822334761154142	0.5	1.0952817352229405
0.95	0.2	0.4395034405973175	-0.6637881574922835	0.25	0.6083687953183361
1.0	0.2	0.31548988285457485	-5.584127920531499e-6	0.2	0.9999999713975802
1.05	0.2	0.03695014278374119	-2.2754443755981972	0.3249	0.9886937965579572
1.1	0.2	0.10076744416152937	-0.0006624273992375993	0.1809	1.0195249071675394
1.15	0.2	1.993165578876956e-18	-1.098822821376872e-5	0.05	1.0000000271133946
1.2	0.2	0.1334406481266253	-3.6169981007748526	0.16915	0.9636619728464528
0.8	0.25	0.6595793843425306	-0.32911341104788044	0.7231	1.2108808206756463
0.85	0.25	0.5958695076747673	-0.0001760946679807833	0.35	1.051620236490559
0.9	0.25	0.28315279234487395	-0.16260294476858453	0.25	1.0517101574761063
0.95	0.25	0.4295037773694378	-0.8657063831662967	0.3	0.8186477383900992
1.0	0.25	0.4571426164975811	-0.047013564296252496	0.3	0.5742234208958056
1.05	0.25	0.19247160760607876	-2.074364675582053	0.35665	0.9848205292536639
1.1	0.25	0.053178655255049036	-0.6605862812091998	0.11884999999999998	0.9926382731427073
1.15	0.25	0.3867281792302851	-0.0002160847345419401	0.2624	0.6793583534333234
1.2	0.25	0.2906471013029536	-2.169576646299327	0.1895	0.7686527638380811
0.8	0.05	0.7973450095909446	-0.12756221564200584	0.69185	1.221983425615044
0.85	0.05	0.6896317737672713	-0.15382567827942353	0.8	1.1520062014112367
0.9	0.05	0.7209204747147563	-0.8041538730507728	0.7016	1.0971532985792463
0.95	0.05	0.7995932772444145	-0.49809450619461126	0.6267	1.0474947809562611
1.0	0.05	0.42853767797305514	-1.5268745032647225e-6	0.55	1.0000053066398087
1.05	0.05	2.419464003344825e-22	-3.315387418662918e-6	0.05	1.00001149922269
1.1	0.05	1.345006283638363e-47	-3.3185951890452486e-6	0.05	1.00001150249198
1.15	0.05	4.677555597372291e-63	-1.0994377678176517e-5	0.05	1.0000000362985133
1.2	0.05	1.1904713095703898e-84	-1.098254281661197e-5	0.05	0.9999999238174415
0.8	0.1	0.6637655875570725	-0.7941764859301818	0.6	1.1273532513237123
0.85	0.1	0.7105791664434223	-0.016016988900001736	0.75	1.152884104096704
0.9	0.1	0.49649473107974784	-0.2535654352037916	0.45	1.0833104127673487
0.95	0.1	0.5597902078904753	-0.4290035966812587	0.6	1.0426090696319963
1.0	0.1	0.4076137075039253	-0.2916772656996677	0.4	1.0000000195642087
1.05	0.1	1.0479181559947694e-23	-3.3186905755625513e-6	0.05	1.0000114981218484
1.1	0.1	5.367814086418178e-45	-1.0985873826998116e-5	0.05	1.0000000345572284
1.15	0.1	2.5237125099116858e-64	-1.098337734143025e-5	0.05	1.0000000209506363
1.2	0.1	1.997726742397215e-85	-1.0990530016139106e-5	0.05	0.9999999124726803
0.8	0.15	0.547219897164477	-0.1765525582307959	0.41200000000000003	1.1918592414420042
0.85	0.15	0.4936510686813364	-0.5344927115650112	0.35175	0.9953161129930422
0.9	0.15	0.6818745595419748	-0.0700910524175345	0.55	1.0960322041212425
0.95	0.15	0.5480152369515178	-1.0697725831386777	0.5	1.0489236438659775
1.0	0.15	0.00015298007334437096	-3.315705462073731e-6	0.25	0.9999885005203258
1.05	0.15	6.808576483280359e-24	-3.312598133512053e-6	0.05	1.0000115073084697
1.1	0.15	0.07993667196298966	-2.0688004822579193e-6	0.1	1.0168999873869744
1.15	0.15	0.09247487019382458	-2.068364550606427	0.21825	0.9190541682127453
1.2	0.15	0.08324722936730884	-3.1805796318901245	0.19424999999999998	0.9271603465506207
0.8	0.2	0.4824611129616623	-0.01840891047466613	0.42110000000000003	1.1706139517580654
0.85	0.2	0.6413524722933064	-0.5760235998596642	0.6123999999999999	1.1626498349728374
0.9	0.2	0.5804108443768624	-0.6179224032911009	0.35275	1.0964841578162001
0.95	0.2	0.5671489798848709	-0.06864824106947044	0.4	1.042544362931424
1.0	0.2	0.507873009306819	-1.0838703950030573	0.5	1.02645008065444
1.05	0.2	0.005390131714383769	-0.09551545674679639	0.1	1.0006906554415143
1.1	0.2	7.641008668795067e-45	-1.0982612354384252e-5	0.05	0.9999999227466626
1.15	0.2	0.10131714812290504	-1.6436427338607718	0.19624999999999998	0.9469081149246183
1.2	0.2	0.06794905092911088	-12.267547815621967	0.13905	0.9489624533517542
0.8	0.25	0.47540129266383335	-0.9134398112246436	0.4361	0.9272918329446965
0.85	0.25	0.25765811838367386	-1.5921749328157667e-6	0.2	1.064874377428215
0.9	0.25	0.38797148582765334	-3.042671088406028e-5	0.20875	0.7751279433666509
0.95	0.25	0.3026924914712209	-0.504255215681923	0.25	1.0295180331055398
1.0	0.25	0.33941497925366115	-0.0011073230320989673	0.3073	0.7712035108843717
1.05	0.25	1.7331616834242665e-12	-3.3185063561511978e-6	0.07604999999999999	1.0000115027650245
1.1	0.25	0.12470830670802417	-0.9378910174825303	0.2	1.0256556578096754
1.15	0.25	0.06636569037890172	-1.4320576405678482	0.1522	0.9598692978575694
1.2	0.25	2.9172166418405357e-89	-1.0982989036690477e-5	0.05	1.000000028684136
0.8	0.05	0.7301321122496767	-0.22124933514206738	0.6448	1.2161685674221439
0.85	0.05	0.724406245114636	-0.0065667965654242376	0.75	1.1550628998009687
0.9	0.05	0.7999448666128789	-0.6026892651294153	0.5642	1.0999727449439867
0.95	0.05	0.7014063754631198	-0.9282140252844866	0.7737499999999999	1.046127386421087
1.0	0.05	0.6213261670669328	-3.882797739984236e-6	0.55	0.9999999762519688
1.05	0.05	9.57139538918832e-25	-3.3189678964175495e-6	0.05	1.000011498182403
1.1	0.05	0.04564680167118276	-0.8962480330634734	0.1878	0.9631468667912306
1.15	0.05	8.276372554305142e-68	-1.098284674355742e-5	0.05	0.9999999275364626
1.2	0.05	6.805019819247291e-85	-3.32030357795932e-6	0.05	0.9999885027498593
0.8	0.1	0.597225302640138	-4.213347005551759e-6	0.54105	1.19899118167287
0.85	0.1	0.5579733786313036	-0.3951914253673007	0.4	1.1499180671278852
0.9	0.1	0.7256187440303628	-0.9487356895960188	0.7	1.1194512873674147
0.95	0.1	0.7949855776129675	-0.06787945722565018	0.55	1.0474945100245259
1.0	0.1	0.474595737611005	-0.907317100813487	0.48360000000000003	1.000608611059747
1.05	0.1	2.7304220200720144e-23	-3.311911168577698e-6	0.05	1.0000114991241085
1.1	0.1	8.479464342030616e-41	-1.0989288952964762e-5	0.05	1.0000000263184952
1.15	0.1	0.3099204396511016	-0.9773270876947353	0.22435	0.7020444360797486
