"Z"	"vertebrates"	"diversity"	"stability"	"richness"	"biomass"
100.0	true	0.5576623129985527	-4.545914180130751	0.35	1.0408458521927466
1000.0	true	0.4411166040178772	-4.432631990476613	0.65	0.787405270861786
0.001	false	0.5721797320362477	-3.528770111210838	0.6665	1.0440156647531822
0.01	false	0.3902193144937433	-6.468285078041357	0.35	1.0345385294653846
0.1	false	0.5682488805187877	-3.6042578234397262	0.5481	1.0427912876391272
1.0	false	0.5632639948651718	-5.464848168245642	0.45	1.0426696020832085
10.0	false	0.5176755272714233	-7.280568571371887	0.35	0.48500762224990784
100.0	false	0.666664432030247	-1.923115236261528	0.8194000000000001	1.0484068121781887
1000.0	false	0.3765417303668637	-7.006203601593681	0.35	1.039838120717581
0.001	true	0.4628700316306791	-5.303526114020871	0.2	1.0389550449382188
0.01	true	0.3656061328651929	-1.3979978910516337	0.39649999999999996	1.0156713485888649
0.1	true	0.40241783647997287	-2.20729198388124	0.25	1.0310404265773605
1.0	true	0.5452975367381164	-4.285653492086141	0.268	1.041585186303209
10.0	true	0.5981709217457518	-5.37273433763241	0.4	1.0434328731599787
100.0	true	0.41884443161881896	-1.169167708324508	0.3	1.0295876872514376
1000.0	true	0.4553893679544498	-2.668084595259569	0.3	1.0357033454238458
0.001	false	0.689036444750917	-4.745725315470982	0.45	1.045672255282252
0.01	false	0.5250445940061749	-5.695065186802138	0.45	1.0060614066860225
0.1	false	0.6309091669923202	-4.2178242851329815	0.5	1.0442502408214773
1.0	false	0.4514510704940841	-4.827078354376005	0.5453	1.055163856661484
10.0	false	0.4766058583905186	-6.264537173156585	0.38865	1.0396904503297082
100.0	false	0.6226578717763019	-4.07711046404278	0.5938	1.0447788820875608
1000.0	false	0.6283010064053332	-4.058767581909812	0.5	1.0444818337065411
0.001	true	0.6084933608999467	-1.155161118781449	0.3	1.0413513879212188
0.01	true	0.655396656862732	-1.4857531689876171	0.35	1.0447715494084704
0.1	true	0.603501559970419	-4.139005960558933	0.35	1.0434356082820597
1.0	true	0.6026643785629412	-3.1644685406777837	0.35	1.043434718375537
10.0	true	0.5981712254879915	-3.7385974915748976	0.42115	1.0434348296895102
100.0	true	0.5372556449051923	-2.3259344904431254	0.3	1.0408122675104514
1000.0	true	0.5684038838803349	-4.736326255462654	0.3	1.0413503411399678
0.001	false	0.42215445406275665	-6.133124837397668	0.4	1.036900612925825
0.01	false	0.6343254505037303	-3.5258910261042664	0.6	1.0447839979057594
0.1	false	0.5306441306410512	-6.871440215981951	0.29805000000000004	1.0414146828834325
1.0	false	0.5516940232754011	-5.6616954924244025	0.5	1.0635201484573882
10.0	false	0.41598369041888317	-5.9777855519668375	0.5314	1.0456778675451648
100.0	false	0.5669597620865681	-5.447344880132557	0.4	1.0423943768351398
1000.0	false	0.47158919509565866	-6.613059155809249	0.35	1.0145147310494806
0.001	true	0.5981629207894948	-5.155577175514152	0.35	1.0434281635290819
0.01	true	0.649560727515153	-2.6341921762039684	0.35	1.0447715518080927
0.1	true	0.15574961875480545	-2.793841835001383	0.15	1.0112020286311931
1.0	true	0.2959300951205021	-0.5885262462322864	0.25	1.0210850731515786
10.0	true	0.537374599575398	-4.727552926613612	0.25	1.0416612884174088
1000.0	true	0.6556372134395888	-2.3934776849200743	0.35	1.0447715473026125
0.001	false	0.5565349971627265	-5.561257184825131	0.5001	1.0605908112621398
0.01	false	0.38337097750000154	-7.002537490949804	0.3	0.989999649209549
0.1	false	0.6417040103766103	-4.381627521869445	0.45	1.0447024859804699
1.0	false	0.516371994319136	-6.120325162727921	0.4	1.0407574555665264
10.0	false	0.6930322754419155	-3.9021078003793206	0.45	1.0458090889567726
100.0	false	0.59811341052081	-5.807174509276044	0.37370000000000003	1.0434740867621304
1000.0	false	0.4263422169378878	-7.678261904134696	0.25	1.0369459926641929
0.001	true	0.539471219303904	-1.2952488070900452	0.35	1.0408139203779159
0.1	true	0.5770605255052016	-1.5769375096809872	0.3	1.0408106101725725
10.0	true	0.7394044726604422	-1.6799114406724407	0.45	1.046507542566066
100.0	true	0.5327744846154678	-0.09578706912701077	0.25	1.0378772580066946
1000.0	true	0.4562590712724903	-2.196119709687045	0.25	1.0378771307138355
0.001	false	0.5953360143523979	-4.712570638845494	0.45	1.0430689086338476
0.01	false	0.5226800322876821	-5.697656982438386	0.45	1.0424015209706894
0.1	false	0.5962718605342793	-4.695538484510527	0.5791000000000001	1.0430939688174246
1.0	false	0.44858415457517725	-5.0980089100227985	0.33005	1.0506557490131943
10.0	false	0.6157066826206018	-4.574390908931404	0.42605000000000004	1.0438758601552136
100.0	false	0.6203834862833831	-3.6385736200422807	0.55125	1.0442852151340365
1000.0	false	0.6294600718568032	-4.436113138448369	0.45	1.0445254111850917
0.01	true	0.6495607393638744	-2.1086951951071087	0.35	1.044771548369754
0.1	true	0.4635168143710398	-5.208360160763192	0.3	1.0384978865033527
1.0	true	0.5696187868327445	-6.032393971570275	0.35	1.0408207470148816
10.0	true	0.6993337954146509	-2.2718876088885294	0.4	1.0457473334553806
100.0	true	0.5981571936915446	-2.6164507803220975	0.35	1.0434352589299785
1000.0	true	0.6934819027106061	-3.5392255784653606	0.35	1.0447760980862546
0.001	false	0.6125329554287515	-2.962005733785589	0.7	1.0662914025451438
0.1	false	0.3666249388714391	-6.949146472387281	0.35	1.031660799935522
1.0	false	0.6412208703772414	-5.119103510975224	0.47955	1.0450271502435282
10.0	false	0.5922387924609013	-4.27905063718183	0.5	1.0542647710258606
100.0	false	0.5040817402469614	-5.373734732563131	0.4	1.0272050475780334
1000.0	false	0.46130912415972647	-7.5523712656448385	0.37165	1.044874534532235
0.001	true	0.6041802680800871	-4.108891168460136	0.35	1.043434919127772
0.01	true	0.6570882043810771	-2.7038579895156887	0.35	1.0447715447008636
0.1	true	0.4627806105199317	-6.550027821136249	0.2	1.0389550450376899
1.0	true	0.6452618079420004	-9.376804189545968	0.35	1.0434408478480584
10.0	true	0.4627806105206486	-7.423704456112032	0.2	1.038955048288172
100.0	true	0.5340169984425461	-7.122071888804085	0.3	1.0408122975844143
1000.0	true	0.6495607006388597	-3.853028371461864	0.35	1.0447715471975794
0.001	false	0.6158815957896963	-3.7479913039110975	0.55	1.0443259012562915
0.01	false	0.4337885154720342	-5.936342164076831	0.46615	1.0360031737113196
0.1	false	0.40664228636859584	-7.467993746748522	0.3173	0.988895853766467
1.0	false	0.6748030247780145	-2.979502187310225	0.6954	1.0456634548105932
10.0	false	0.5318748970083279	-4.210506001413188	0.55	1.0418943694116722
100.0	false	0.5896788054590038	-4.394188273742586	0.50265	1.0435877486172778
1000.0	false	0.6749618457830178	-3.0092975257445436	0.6	1.0454425455072858
0.001	true	0.6037095378677184	-3.222265134965858	0.3	1.0434733397303964
0.01	true	0.6787801956274493	-2.068785724145621	0.35	1.0447715496963401
0.1	true	0.46275642631942804	-7.924451186170451	0.2	1.0389550470977011
1.0	true	0.7335789708355077	-1.644423758784421	0.45	1.0465075722799069
10.0	true	0.7001651487774295	-2.3292407052330892	0.4	1.0457473378723736
100.0	true	0.5981039916902646	-5.805737417838763	0.3041	1.0434733351125651
1000.0	true	0.6027926366243863	-2.9048526717377388	0.3	1.0434733374242846
0.001	false	0.5097555936389332	-5.729150952502099	0.45	1.0408629103278237
0.01	false	0.4863573781690777	-5.757847053612856	0.4	1.0392857129977346
0.1	false	0.5329779588184457	-4.970039515015686	0.4958	1.0412435948276582
1.0	false	0.5952034472890528	-3.881105262034578	0.4497	1.0440020950358015
10.0	false	0.5472586546716213	-5.497938257292086	0.4434	1.0416729811210665
100.0	false	0.30397469045738446	-7.962085609815579	0.3	1.032882631791114
1000.0	false	0.5867629807007243	-3.805743884223562	0.6	1.0585174587666726
0.001	true	0.5302611353174846	-2.076775832458357	0.35	1.0397688766063211
0.01	true	0.6495720386339555	-3.366396353153278	0.35	1.0447715492734433
0.1	true	0.699675979482587	-2.317355600450123	0.4	1.0457473463146838
1.0	true	0.6546295215160899	-1.7979567414319433	0.35	1.044771519581361
10.0	true	0.5982392963209571	-4.873413396807743	0.3	1.0434733305780093
100.0	true	0.5194594408251842	-0.6820065943227136	0.3	1.0357469869819558
1000.0	true	0.6496398936484413	-2.59453044362232	0.35	1.0447715489275375
0.001	false	0.510332058722333	-5.094554824737203	0.45	1.0575223599805468
0.01	false	0.5969972118486397	-3.688109036200673	0.55	1.0311799158768387
0.1	false	0.6180440924339623	-4.278281335720154	0.55	1.0670686956226514
1.0	false	0.5706140586501115	-4.503195663549572	0.5	0.9334471702192197
10.0	false	0.5130412458077067	-4.398005774092391	0.4784	1.041346816575691
100.0	false	0.46908638454614326	-5.084279983473291	0.5	1.0368371029008114
1000.0	false	0.4568241832004334	-7.896029505865914	0.3	1.0396387502835027
0.001	true	0.5340124011727023	-1.332446353564118	0.3	1.0408118793656125
0.01	true	0.598335376768052	-3.0885830154427607	0.4	1.043300945391571
0.1	true	0.5981039978223132	-1.6979875664194577	0.3	1.0434733372797262
1.0	true	0.3633532638799599	-0.8024080087481444	0.3	1.0156189402001174
10.0	true	0.5372435736762738	-3.042263431401766	0.25	1.0416612866491575
100.0	true	0.5426788449667636	-1.9880376327723126	0.37360000000000004	1.0410267223772054
1000.0	true	0.6557610290289796	-3.6659194637601216	0.35	1.044771517551599
0.001	false	0.5673518628111593	-7.413883212673815	0.4	1.0636007770521705
0.01	false	0.4286164493827368	-6.954685304399265	0.35	1.0371210958437818
0.1	false	0.5708083255419062	-3.8016493599744514	0.5	1.0441338255501516
1.0	false	0.4622673853968665	-5.1014095365254715	0.45	1.0368594517755356
10.0	false	0.6308140066869116	-3.4436631508919406	0.65	1.0442486791793344
100.0	false	0.462210154352544	-5.704909457860334	0.42545	1.0384195595286965
1000.0	false	0.4386244343641494	-6.167201048107883	0.40354999999999996	1.0557276865736371
0.001	true	0.5981563403232184	-3.6838761494310788	0.35	1.043435085048408
0.01	true	0.46997250817268393	-1.1458072620925173	0.25	1.037887253845179
0.1	true	0.36705083581613696	-7.80222742084476	0.2	1.0343276457222397
1.0	true	0.5981039994755142	-4.368541749291153	0.3	1.0434733392075026
10.0	true	0.6942191229576528	-1.7529924085982167	0.4	1.045747348156141
100.0	true	0.5981091064399593	-3.6145665280344863	0.38865	1.0434719262817358
1000.0	true	0.6596480942359163	-2.443853980122318	0.35	1.0447715429907296
0.001	false	0.5160178316607099	-7.703596873577536	0.3	1.04074956048851
0.01	false	0.6401942837392822	-5.255077784315679	0.40869999999999995	1.0445751647975252
0.1	false	0.3658940493675419	-7.281072658622326	0.3	1.031662066464558
1.0	false	0.5329482538411645	-6.457414487944502	0.35	1.0526300361805254
10.0	false	0.7272605808137343	-2.405439963528033	0.6006	1.0470073945303922
100.0	false	0.5392441185584161	-5.322998924853869	0.4	1.0413076720377916
1000.0	false	0.47175382192167736	-6.366183199275426	0.3	1.0198721536488156
0.001	true	0.5705036790370134	-5.2971530214041636	0.2879	1.0414532777182628
0.01	true	0.5317811210455573	-4.283644258932579	0.35	1.0402056079420854
0.1	true	0.6495607610437649	-4.417089279764913	0.35	1.0447715516387306
10.0	true	0.537243573670437	-7.556757256964323	0.25	1.0416612900312086
100.0	true	0.6865443058263588	-6.2258323287200685	0.35	1.0408036010760129
1000.0	true	0.3418541855307314	-1.723042881999616	0.35	1.0281548690715057
0.001	false	0.3323647918300391	-7.974996191069626	0.3	1.0363103204473039
0.01	false	0.5222883847056041	-6.313641604631243	0.35	1.041568310384291
0.1	false	0.6755595419148485	-2.714391329789745	0.52785	1.045498005006311
1.0	false	0.5829976760447703	-4.421582103785101	0.4606	1.0436138624453655
10.0	false	0.6809196030420881	-1.9138036383211599	0.7	1.045674645907531
100.0	false	0.5680777480161688	-5.781128588601322	0.39585	1.0424845211954947
1000.0	false	0.43225384445803827	-7.037156632274595	0.3	1.052951362788468
0.001	true	0.662702448703427	-3.187237814875774	0.35	1.0447715498833094
0.01	true	0.49857634675163814	-1.2724504580574876	0.25	1.0378887077501813
1.0	true	0.5981638451546443	-2.3816158426675043	0.35	1.0434332520586427
10.0	true	0.5306380076439383	-1.4794487655663064	0.4	1.0397632129020045
100.0	true	0.45615419502126575	-2.9528066299906	0.25	1.0378766132525648
1000.0	true	0.4563079428762609	-1.973684973552706	0.3	1.0378731644130237
0.001	false	0.3769994813370982	-5.727851051563384	0.45	1.0339440416031955
0.01	false	0.5165702429592607	-6.139427753464115	0.395	1.0413003571059547
0.1	false	0.5960666019591061	-3.965486554474316	0.6	1.0431026195759239
1.0	false	0.4080567641235159	-4.409896964051365	0.35	1.03406931979943
10.0	false	0.5044306363753297	-3.4964053045547923	0.5573	1.0161150476105305
100.0	false	0.6852351782157844	-3.7930790115156183	0.5718	1.0652613840219753
1000.0	false	0.5745372682777758	-6.029106807434304	0.36635	1.0427278967486855
