"Z"	"vertebrates"	"diversity"	"stability"	"richness"	"biomass"
0.001	false	0.3608511545038381	-6.773290148121859	0.37515	0.8672372583164861
0.01	false	0.6889426145761195	-5.212751363041529	0.44595	1.0457829389970996
0.1	false	0.337406155333505	-7.28042677437576	0.2	0.8800174041973101
1.0	false	0.4152685213961789	-6.5236941112925235	0.4	0.8774221957019027
10.0	false	0.4614695800698334	-7.324573162583713	0.3	0.6387067625002
100.0	false	0.43685450270726456	-5.980977980761927	0.43685	1.0359799124202698
1000.0	false	0.4402680170325074	-4.710963883021793	0.4	0.883365210933881
0.001	true	0.6941345984734582	-2.1539890515534266	0.4	1.045747350279133
0.01	true	0.65588617791364	-3.4916147909305004	0.35	1.0447715518145677
0.1	true	0.5981580872882463	-4.676815785959756	0.38079999999999997	1.043435266164317
1.0	true	0.5625253301672111	-4.73958681846528	0.3	1.0413394228120605
10.0	true	0.34148045408184896	-0.7291037192560562	0.3	1.0281516229957257
100.0	true	0.5981039816815725	-3.4458182156396644	0.3	1.0434733379995067
1000.0	true	0.5454459456585992	-1.7076786910859283	0.45	1.021358903532748
0.001	false	0.5655129711548409	-4.422828317085894	0.5671	1.0578097372752318
0.01	false	0.4882108654132597	-5.5640930566782885	0.45	1.0402138578495874
0.1	false	0.6789388965837295	-3.925737004117765	0.6	1.0689261887873414
1.0	false	0.4677483738992231	-5.91343369099202	0.3	1.0547525558845647
10.0	false	0.4915966894725582	-4.218320132144843	0.51125	1.0541036794287229
100.0	false	0.5091610131951305	-4.249162166017135	0.4974	1.0399112412260008
1000.0	false	0.4131073202041317	-6.3490506892220235	0.4	1.0369856853714774
0.001	true	0.6495603018110608	-1.8150195590659841	0.35	1.044771529674896
0.01	true	0.6496060259448831	-1.7767507536545106	0.35	1.044771550341118
0.1	true	0.5608964772442955	-5.4759810842683105	0.3	1.041361483101303
1.0	true	0.5981039940475615	-5.1185667279666776	0.3	1.0434733346551612
10.0	true	0.5982604654850274	-1.8307525190066571	0.33945	1.0434732969444198
100.0	true	0.6941345907335549	-2.907528320155954	0.4	1.0457473484985964
1000.0	true	0.5302647983769694	-4.844853068318162	0.3	1.0397677941406003
0.001	false	0.548596870950508	-4.1037765625279645	0.4	1.0411193002280685
0.01	false	0.5342164439068067	-4.388609410202765	0.6	0.9454352513299571
0.1	false	0.5979377155852332	-5.9458244266460705	0.4	1.0435330926297979
1.0	false	0.4416639822996758	-7.012914438824758	0.35	1.0515422810644
10.0	false	0.4598081267329897	-6.03228084558871	0.42145	1.0383616568910592
100.0	false	0.5766730715380631	-5.066242846710063	0.5	1.029173434919906
1000.0	false	0.5979187279981769	-5.230961058358099	0.3	1.0434636486098026
0.001	true	0.49399785603457474	-0.92238744019159	0.55025	0.6321023263435027
0.01	true	0.4183424090121094	-1.8054006889982646	0.4	1.0295754592092898
0.1	true	0.5867744246595993	-0.6402989647411517	0.3	1.039766535636448
1.0	true	0.6941345835185373	-3.95099614015628	0.4	1.0457473490243046
100.0	true	0.5237229326893189	-2.393990598435607	0.4	1.03673990893482
1000.0	true	0.6635759332030496	-3.9851467798946842	0.35	1.0447715475679713
0.001	false	0.6189837003221074	-5.117543275460362	0.45	1.0624989028871612
0.01	false	0.5450895538717793	-4.887188710629642	0.5	1.0584471099732808
0.1	false	0.4539978855262525	-6.437261543823659	0.4	1.0428313964271583
1.0	false	0.49665215824360026	-6.505268084967672	0.45	1.052937120902509
10.0	false	0.6153901345221654	-3.10315848487038	0.7	1.066282944667624
100.0	false	0.5161560977075289	-6.70862967494102	0.34665	1.0407486373145514
1000.0	false	0.5694324383281271	-5.8628423697144765	0.45	1.0438340053001736
0.001	true	0.7394922492882943	-2.329101645908309	0.45	1.04650757721622
0.01	true	0.6941281704797277	-3.6617262440363367	0.4	1.0457470889802676
0.1	true	0.600495700530784	-4.2243221598355944	0.45	1.0432856328353333
1.0	true	0.5372445753297995	-7.381411563739071	0.3	1.0416610876978354
10.0	true	0.5360823029007622	-4.356301443455818	0.3	1.0413412707521392
100.0	true	0.694165403578414	-1.8781589107393621	0.4	1.0457471247443555
1000.0	true	0.7334513485095011	-3.0760246207436435	0.45	1.0465075775877974
0.001	false	0.49643004175936084	-5.137516220761163	0.53355	1.0406517807792555
0.01	false	0.570551657919935	-5.13478202139604	0.3551	1.0426189189567505
0.1	false	0.5978270807839506	-6.939129858676625	0.35645	1.0435301501102971
1.0	false	0.5843150208676623	-5.27180529901484	0.46950000000000003	1.0430458723579443
10.0	false	0.3457832498967991	-6.182421574139364	0.45	1.0278735584766263
100.0	false	0.40900125426337275	-6.820081021504106	0.4	1.036213123558953
1000.0	false	0.5140254693828995	-3.7259951178089947	0.4	1.0629251093521213
0.001	true	0.5373933175349702	-4.376327757384969	0.25	1.0416612851218203
0.01	true	0.4178689643944817	-1.2217424957890208	0.25	1.0295752362588015
0.1	true	0.6574290832914425	-8.007891573361269	0.32330000000000003	1.0408260123210378
1.0	true	0.59750301208195	-9.673829740192973	0.3	1.041349027765239
10.0	true	0.5360475642184964	-6.767628859454561	0.3	1.0413391780228232
100.0	true	0.426393652762143	-0.021801362422515687	0.45	1.0295823867679117
1000.0	true	0.5372435717855787	-4.674583232006012	0.25	1.0416612901157323
0.001	false	0.34399375286877637	-7.567711889988928	0.3	1.033265877039041
0.01	false	0.6168803494328767	-4.662195563698267	0.45	1.0438299213620625
0.1	false	0.4342421779849556	-6.552175211351617	0.35	1.0359860076818725
1.0	false	0.5105952320341065	-4.580279398932975	0.4939	1.0409798712762859
10.0	false	0.4669439277886196	-5.574750091615499	0.35	1.0579217130944372
100.0	false	0.5718800614190408	-3.482807873552538	0.6	1.057222439615227
1000.0	false	0.6342865456839523	-5.011811368048057	0.46375	1.0445470460640758
0.001	true	0.6941585770789315	-3.210127697928209	0.4	1.0457473419674652
0.01	true	0.5778213878959186	-6.659706337999966	0.3362	1.041466040678693
0.1	true	0.6074490299361921	-3.3712017908714764	0.45	1.0433742472766872
1.0	true	0.5715239939949657	-4.172520428510717	0.38325	1.0409357822508163
10.0	true	0.5988570375495745	-1.8437344928664356	0.45	1.042539004459307
100.0	true	0.5981035760468681	-5.283566613048874	0.3	1.0434733158714025
1000.0	true	0.6028827483796351	-3.22792670478013	0.3	1.0434733382328603
0.001	false	0.6495605289232518	-5.674176376863143	0.4	1.0447715378614886
0.01	false	0.6878672171526303	-4.045277911694887	0.5	1.0457471360641755
0.1	false	0.567685820453759	-4.9550956246596245	0.4768	1.042804506182385
1.0	false	0.5464518673247633	-3.8540407560844914	0.53245	1.0419480434290909
10.0	false	0.43380944306071983	-6.170324890159637	0.35	0.7419354633449762
100.0	false	0.4860326146214582	-6.76770853518735	0.3	1.039258831415589
1000.0	false	0.6459648204673208	-3.941941351220599	0.45	1.044890989762376
0.001	true	0.6495606371825279	-1.8206892260341472	0.35	1.044771545203537
0.01	true	0.5983343137001876	-2.842484543017597	0.3635	1.0434094375826575
0.1	true	0.3670496677635813	-7.86859713115368	0.2	1.0343243266285183
1.0	true	0.6495607555168081	-2.4558256565318612	0.35	1.0447715492485241
10.0	true	0.5427714414982754	-6.51244820333694	0.25	1.0416612850816256
100.0	true	0.6941588144146171	-3.3187032613474394	0.4	1.0457473539295576
1000.0	true	0.6941333485137923	-1.616062834086782	0.4	1.0457473016750862
0.001	false	0.5621440040212997	-4.214180117609937	0.55	1.042892579349148
0.01	false	0.48614038391979325	-6.432986815610386	0.3	1.0392641685185895
0.1	false	0.4721240679407426	-5.250376292837828	0.45	1.0517889046754503
1.0	false	0.5335736299838325	-6.309898552170928	0.32525	1.0421201305240926
10.0	false	0.5137100349282718	-5.849760831860745	0.35	1.04103560120807
100.0	false	0.5326469442450996	-4.652786849940456	0.54945	1.041052058980998
1000.0	false	0.7028508398164836	-4.8963825054618315	0.55	1.0698389114658664
0.001	true	0.5399670455241732	-2.198925974311435	0.4	1.0397753536947865
0.1	true	0.649560763887819	-2.6563306163872187	0.35	1.0447715531720694
1.0	true	0.5981574133544494	-4.210636519150372	0.35	1.043434875899921
10.0	true	0.5978562096128862	-4.540347628983751	0.3	1.0434529921370834
100.0	true	0.6941340936248066	-2.158518289405155	0.4	1.0457473315404782
1000.0	true	0.6496399046384347	-4.65899011517593	0.35	1.0447715496700114
0.001	false	0.3918944019796187	-7.150377328965559	0.3	1.0357360102833923
0.01	false	0.5425251479042077	-4.887542466632887	0.5	1.0476410532604337
0.1	false	0.49819631275451626	-5.629360847457501	0.4	1.0402268118174507
1.0	false	0.6905306596719585	-1.618743733255171	0.7837500000000001	1.0463974760642185
10.0	false	0.4280914339703964	-8.26496155655562	0.3	1.0370028041835258
100.0	false	0.613805725283411	-4.97875410379284	0.5402	1.043899837786947
1000.0	false	0.5132328349680503	-6.423480314014259	0.3	1.0407428268340162
0.001	true	0.5981016576824753	-3.6863777877937074	0.3	1.043473208600925
0.01	true	0.6496399673996118	-1.5039650111547862	0.35	1.0447715511422377
1.0	true	0.5360589868764721	-2.621460227055603	0.4	1.039767304650139
10.0	true	0.598608801764801	-3.5817142576108765	0.35	1.0434427350024178
100.0	true	0.5982498659209681	-2.545950823736809	0.3	1.0434733388953603
1000.0	true	0.649560633084783	-2.8890118756589658	0.35	1.044771545775952
0.001	false	0.5189731334442761	-3.0028300560129075	0.40465	1.0630484879050535
0.01	false	0.6079801547496614	-3.7914236935706667	0.5841000000000001	0.7282713839947653
0.1	false	0.5840962245720952	-5.342067252666643	0.4	1.0431206881825132
1.0	false	0.1778912346624982	-7.62979947379065	0.35	1.0155595351567333
10.0	false	0.48774927745639224	-6.912617869546418	0.25	0.8238363108667429
100.0	false	0.44172609524989387	-5.503606601227373	0.3	0.7186752041434449
1000.0	false	0.564271100256379	-3.9714798069535378	0.5075999999999999	1.065565236576907
0.001	true	0.4562613390479532	-1.2127577650573196	0.3	1.0378864946313973
0.01	true	0.5982177843923951	-5.3336576947428265	0.4	1.043394382736329
0.1	true	0.5568273035997795	-1.591926263812578	0.25	1.0416612906118312
10.0	true	0.738750172782717	-2.340599195333584	0.45	1.0465069807046397
100.0	true	0.7405543627293549	-2.8698756638513356	0.45	1.0465075371954704
1000.0	true	0.5374797742263587	-5.531592442383646	0.3	1.0413393644535465
0.001	false	0.5725184323575735	-5.129188573027551	0.5	1.0674660460058363
0.01	false	0.5676291536056274	-4.2293583462766815	0.61755	1.0570978481972957
0.1	false	0.6417999095165031	-3.8553480443457966	0.5	1.0448457804548996
1.0	false	0.5260670239548847	-4.086131755825777	0.6	1.0484442153402254
10.0	false	0.42683879883688136	-4.939720672180206	0.55	1.037344773211651
100.0	false	0.37325838653050136	-8.049127908863422	0.2	0.4843774684060557
1000.0	false	0.5437136913513138	-4.84756812397009	0.45	1.0505380460513214
0.001	true	0.5341845169183786	-2.4900921236756286	0.35	1.0408128881917484
0.01	true	0.6541773747523046	-1.7809052659956095	0.35	1.0447715171183019
0.1	true	0.5409403297947982	-10.404329158137775	0.25	1.0378632510878787
1.0	true	0.5426156373147952	-5.18121191555964	0.25	1.0416612897993578
10.0	true	0.5981039992501319	-3.0191020895950422	0.3	1.043473336690879
100.0	true	0.655648319329192	-2.8907072458416847	0.35	1.044771540339662
1000.0	true	0.649628647149521	-4.354357763171335	0.35	1.0447715497917047
0.001	false	0.5347140665446903	-5.215940684861657	0.5	1.0426760284211798
0.01	false	0.6879498226503591	-5.220876434583088	0.45744999999999997	1.0457741348680165
0.1	false	0.5597863846641726	-5.511696767330124	0.42715	1.042542858587997
1.0	false	0.509798056965626	-5.59598951716415	0.55	1.0414542884652296
10.0	false	0.6357769381420249	-4.888431298788412	0.44485	1.0445409875751366
100.0	false	0.6309234996653946	-4.491115527126441	0.4	1.0442669748434712
1000.0	false	0.5670785141173726	-5.1761253475229765	0.4	1.0426328510091982
0.001	true	0.6039435801745935	-2.391048628324943	0.3	1.043473335944666
0.01	true	0.6495607040755694	-3.157104821698063	0.35	1.0447715467257233
0.1	true	0.5978373620550217	-8.318763103625415	0.3	1.0413545177096972
1.0	true	0.3678464205112478	-3.3616619664418685	0.3205	0.8735245419392091
10.0	true	0.5981583359188392	-3.9827527121456554	0.3603	1.043434832248263
1000.0	true	0.6495607609639447	-5.117812680800826	0.35	1.0447715497163488
0.001	false	0.3847175488841033	-4.529339978629309	0.25	1.0484400341785287
0.01	false	0.6282688246409206	-4.254799174984731	0.55	1.0447770186600192
0.1	false	0.6057967983680297	-3.1432536457883025	0.55	0.9864451005188325
1.0	false	0.6291018982484468	-4.287045994224799	0.43505000000000005	1.0459408102632404
10.0	false	0.5697308520764702	-5.52858426039152	0.42984999999999995	0.8895445371433494
100.0	false	0.37295186471459957	-7.999909247497444	0.2	0.48268241411530105
1000.0	false	0.5967756428159176	-4.225728222806152	0.5016499999999999	1.0437562392147095
0.01	true	0.6496059504513249	-4.223576880486322	0.35	1.0447715466509655
0.1	true	0.5536604945512125	-4.118933311962092	0.45	1.040824229140966
10.0	true	0.5425969193692934	-6.468610740246854	0.25	1.041661286772616
100.0	true	0.4086251170816786	-2.9048033768048036	0.5	0.9955426339033758
1000.0	true	0.6495607433787306	-4.247088033651427	0.35	1.0447715489592337
0.001	false	0.5067496574622774	-5.496317583480675	0.48855000000000004	1.0537400895604037
0.01	false	0.6922154280173758	-3.7170230621352935	0.6048	1.0673486153601712
0.1	false	0.4076501195723643	-5.606141260931476	0.5	1.036215478644501
1.0	false	0.5427741215646534	-4.177459913492871	0.55	1.0412972335611217
10.0	false	0.5498885347536545	-3.9029861260160237	0.5606	1.0496951232390712
100.0	false	0.6941124151242267	-4.084266283331147	0.4404	1.0457464515852268
1000.0	false	0.6413015180088713	-5.948804479732045	0.4	1.044569975659719
0.001	true	0.45616264187229255	-1.1728346746685752	0.25	1.0378747877676797
0.01	true	0.603105217458197	-5.835046362338216	0.3	1.043473334959665
0.1	true	0.34426703656007046	-3.114021224081821	0.2	1.0310347935454458
1.0	true	0.47165511017913936	-2.342739510076262	0.55	1.0211260785294283
10.0	true	0.6512009435919865	-2.879518885239396	0.35	1.0447715219783609
100.0	true	0.5981377500689705	-3.1207243613508546	0.50595	1.043454659248098
1000.0	true	0.5426071438062497	-3.4087947998481867	0.25	1.041661288484311
0.001	false	0.4638420400208845	-6.306389594937723	0.4	1.0363321257652172
0.01	false	0.5297898518316155	-6.669372010645956	0.35	1.0416227320072424
0.1	false	0.46277096905733756	-6.81467098060448	0.24855	1.0389562020781504
1.0	false	0.5819240035370316	-3.136878979069609	0.55	1.043190149249047
10.0	false	0.564624079692603	-3.820579245921415	0.6	1.0426294685841568
100.0	false	0.36129990720070193	-5.785972476875448	0.4	1.031492772204161
1000.0	false	0.5244237826088947	-6.4890966951985405	0.4	1.0437300827751275
0.001	true	0.4587368324512308	-1.2700086825060732	0.25	1.0378707071486348
0.01	true	0.5981458702405812	-4.1568349996135705	0.35	1.0434469708686327
0.1	true	0.6495606347069252	-3.3183706307175562	0.35	1.0447715437101608
1.0	true	0.5981039909190807	-5.095755068645294	0.3	1.0434733343332723
100.0	true	0.3429054930120563	-3.405578956679503	0.25	1.0281581218164295
1000.0	true	0.45617438893846457	-2.0833811779504647	0.25	1.037889302523193
0.001	false	0.6616269440197879	-3.5520404035391615	0.5621	1.0632956676882706
0.01	false	0.514941881603272	-6.555821106667406	0.3103	1.0407671447968463
0.1	false	0.5852291681562942	-5.847470686283233	0.35	1.0430428217796044
1.0	false	0.47496666272359866	-7.08974172218154	0.3	1.0393241560311028
10.0	false	0.5095893361613616	-4.888256305126031	0.35	1.0655441327219628
100.0	false	0.6907469389864684	-3.8764794243246508	0.43324999999999997	1.0457046887176833
1000.0	false	0.5130153713410657	-5.865384599915332	0.3424	1.0407248620601672
0.001	true	0.6495607608694787	-2.971575554739559	0.35	1.0447715509829407
0.01	true	0.4562487740486265	-6.764147230005959	0.25	1.037875124781565
0.1	true	0.6396867078656456	-1.0640489700449796	0.4	1.0397737950676469
1.0	true	0.5568273036245345	-4.693743588441204	0.25	1.0416720436645701
10.0	true	0.23990533109968556	-6.927998315377889	0.2	1.0129068756816773
100.0	true	0.7084139859641129	-0.5966342632082918	0.4	1.0457472153319467
1000.0	true	0.5981039987324845	-4.481994029884502	0.3	1.0434733376869658
0.001	false	0.5655710192907313	-5.654970800176949	0.46495	1.042565515958129
0.01	false	0.3596309302855365	-9.281900093003511	0.2	1.0341157259065035
0.1	false	0.7338144259120545	-2.8282242800647777	0.7	1.0705849539645047
1.0	false	0.48494105199270826	-6.796059872528514	0.35	1.0614327929844878
10.0	false	0.6497041477200225	-4.9829237334187955	0.40135	1.0447904947678166
100.0	false	0.6756250947841147	-3.709864268459681	0.5301	1.055083569242829
1000.0	false	0.2817925202827838	-9.100750699865683	0.2	1.0262840708034524
0.001	true	0.4442286613329261	-1.244246863210869	0.25	1.0281850650481643
0.01	true	0.4641317293529945	-6.227606959979607	0.25	1.0378875681911173
0.1	true	0.6556896914748377	-3.9710381409581954	0.35	1.0447715430791262
1.0	true	0.6558029546385729	-4.283612306286786	0.35	1.0447715499107328
10.0	true	0.6026780366907883	-4.418644838537214	0.306	1.0434733394559348
